EmpresaId,Location,lat,lgn,Description,Type,time,provincia,localidad,calification,BranchType
20145|2,CROVARA 1445,-34.68179,-58.51453,SOLOIP SRL,2,09:00 A 21:00 HS,BA,TABLADA,5,LOCUTORIO,
20151|2,AV. SARMIENTO 3988,-34.60430,-58.72891,MARIANO ANDRES ARES,2,08:30 A 23:00 HS,BA,SAN MIGUEL,5,LOCUTORIO,
20226|2,RUTA 21 Y AV. UNION 4002,-34.73794,-58.69585,SOLOIP SRL,2,08:00 A 20:00 HS,BA,PONTEVEDRA,5,LOCUTORIO,
20266|2,DIAGONAL NORTE	135,-34.60912,-58.81502,RAGAZZI RUBEN RICARDO,2,14:00 A 20:00 HS,BA,MORENO,5,KIOSCO,
20349|2,CALLE 30 403,-34.91611,-58.37915,YARDIN MARIANO RODRIGO (TR ARGENTINA),2,08:30 A 20:30 HS,BA,GUERNICA,5,LOCUTORIO,
20354|2,CAMINO GRAL. BELGRANO 493,-34.88896,-58.02143,ZAGO,2,08:00 A 20:00 HS,BA,MANUEL B GONNET,5,KIOSCO,
20450|2,FLORENCIO VARELA 2056,-34.67112,-58.56305,CALIVA FRANCISCA MERCEDES,2,09:00 A 22:00 HS,BA,SAN JUSTO,5,COMERCIO,
20351|2,USPALLATA 3000,-34.90284,-58.38274,YARDIN MARIANO RODRIGO (TR ARGENTINA),2,08:00 A 20:00 HS,BA,GLEW,5,LOCUTORIO,
20419|2,AV. MITRE, BARTOLOME 6420,-34.70505,-58.31607,BONANNO OSVALDO,2,08:00 A 20:00 HS,BA,WILDE,5,COMERCIO,
20430|2,AV. SOLDADO DE LA FRONTERA 5251,-34.68548,-58.46391,FLORES A,2,08:00 A 20:00 HS,CF,VILLA LUGANO,5,LOCUTORIO,
20432|2,AV. J. M. DE ROSA 3969,-34.68492,-58.55796,PISANI SONIA,2,08:00 A 22:00 HS,BA,SAN JUSTO,4,LOCUTORIO,
20480|2,NTRA. SRA. DEL BUEN VIAJE 810,-34.65100,-58.61987,ALVAREDO CRISTINA EMA,2,09:00 A 21:00 HS,BA,MORON,5,LOCUTORIO,
20495|2,ESPAÑA 199,-34.64800,-58.78940,PERTUZZO ABEL ANDRES,2,08:00 A 22:00 HS,BA,MORENO,5,KIOSCO,
20515|2,AV. COBO 1612,-34.64287,-58.43800,FEOLA ALICIA ANA,2,10:00 A 22:00 HS,CF,PARQUE CHACABUCO,5,KIOSCO,
20553|2,AV. RIVADAVIA 9681,-34.63757,-58.50064,ALCON DAVID GUSTAVO,2,08:00 A 20:00 HS,CF,VILLA LURO,5,KIOSCO,
20309|2,AV. 12 DE OCTUBRE 448,-34.72922,-58.26298,LEIVA ADRIAN GUSTAVO,2,08:30 A 21:00 HS,BA,QUILMES,5,LOCUTORIO,
20389|2,CANGALLO 5,-34.77588,-58.39540,COPA DIEGO MARTIN,2,09:00 A 23:00 HS,BA,TEMPERLEY,5,COMERCIO,
20391|2,DIAG. LISANDRO DE LA TORRE 1500,-34.76368,-58.20993,BATTELLINI ARIEL FERNANDO,2,08:00 A 20:00 HS,BA,BERAZATEGUI,5,COMERCIO,
20527|2,AV. VARELA 1109,-34.64126,-58.45671,RODRIGUEZ CELIN,2,07:00 A 23:59 HS,CF,FLORES,5,KIOSCO,
20587|2,AV. RIVADAVIA 8059,-34.63273,-58.47740,GARCIA ANA MARIA,2,08:00 A 20:00 HS,CF,FLORESTA,4,KIOSCO,
20634|2,AV. SAN JUAN 3004,-34.62445,-58.40717,EL KIOSCO DENTE OMAR,2,08:00 A 20:00 HS,CF,SAN CRISTÓBAL,5,KIOSCO,
20721|2,AV. BELGRANO 1301,-34.61331,-58.38467,RODRIGUEZ,2,08:00 A 20:00 HS,CF,MONTSERRAT,5,KIOSCO,
20757|2,AV. ENTRE RIOS 115,-34.61051,-58.39188,HERNANDEZ EDUARDO,2,08:00 A 20:00 HS,CF,BALVANERA,5,KIOSCO,
20781|2,AV. RIVADAVIA 1989,-34.60933,-58.39470,MALDONADO CAU SANDRA,2,08:00 A 20:00 HS,CF,BALVANERA,5,KIOSCO,
20230|2,JUAN XXIII 693,-34.70743,-58.47840,SOLO IP SRL 8,2,07:00 A 23:00 HS,BA,VILLA EDUARDO MADERO,5,COMERCIO,
20359|2,BURGWARDT, EMILIO 833,-34.85989,-58.38626,BATTELLINI LORENA,2,08:00 A 20:00 HS,BA,LONGCHAMPS,5,COMERCIO,
20384|2,ALTAMIRA 1749,-34.79426,-58.35836,VILARDO PALMIRA,2,09:00 A 20:00 HS,BA,RAFAEL CALZADA,5,COMERCIO,
20416|2,AV. PERON, EVA 5420,-34.70873,-58.45610,CARDOZO A,2,08:00 A 21:00 HS,BA,LOMAS DE ZAMORA,5,COMERCIO,
20439|2,ALMAFUERTE 3559,-34.68144,-58.55509,MORENO D,2,08:00 A 20:00 HS,BA,SAN JUSTO,5,KIOSCO,
20443|2,CNEL. MOLINEDO 1676,-34.67670,-58.41829,MORELLO,2,07:00 A 21:00 HS,BA,VALENTIN ALSINA,5,COMERCIO,
20481|2,ARIAS, INOCENCIO, GDOR. 2352,-34.65040,-58.64175,BUIATTI RAFAEL,2,00:00 A 00:00 HS,BA,CASTELAR,0,KIOSCO,
20513|2,AV. COBO 1872,-34.64353,-58.44117,KIOSCO COBO DABOUL ANGEL,2,08:00 A 20:00 HS,CF,PARQUE CHACABUCO,5,KIOSCO,
20560|2,AV. CASEROS 2801,-34.63648,-58.40213,DLESQUINA NEME,2,06:00 A 23:00 HS,CF,PARQUE PATRICIOS,5,KIOSCO,
21454|2,AV. HIPOLITO YRIGOYEN 2800,-34.45114,-58.57059,SUBE COPOLA ANGEL,2,07:00 A 21:00 HS,BA,SAN FERNANDO,5,KIOSCO,
21477|2,PALMA RICARDO 2596,-34.71496,-58.46398,BENITEZ NATALIA,2,08:00 A 20:00 HS,BA,BANFIELD,5,LOCUTORIO,
21522|2,LONARDI E. TTE. GRAL. 2407,-34.46962,-58.55191,SUBE SIMONTE,2,08:00 A 20:00 HS,BA,SAN ISIDRO,5,KIOSCO,
21542|2,MIERES CJAL. 1427,-34.78200,-58.24625,SUBE BUSCAS 2,2,08:00 A 20:00 HS,BA,BERAZATEGUI,5,ALMACEN-AUTOSERVICIO,
21563|2,AV. 44 351,-34.90586,-57.94999,SUBE KIOSCO Y ALMACEN EMANUEL,2,08:00 A 20:00 HS,BA,LA PLATA,4,KIOSCO,
21604|2,REMEDIOS DE ESCALADA DE SAN MARTÍN 300,-34.80102,-58.34238,SUBE EL GARAGE,2,08:00 A 20:00 HS,BA,CLAYPOLE,5,ALMACEN-AUTOSERVICIO,
21628|2,HIPOLITO YRIGOYEN 454,-34.46085,-58.77437,SUBE CYBER CAFE,2,08:00 A 20:00 HS,BA,MANUEL ALBERTI,5,CIBER,
21654|2,AV. G. F. RIGOLLEAU 2270,-34.77571,-58.23552,SUBE LA DARSENA,2,08:00 A 20:00 HS,BA,BERAZATEGUI,5,KIOSCO,
20403|2,LAPRIDA, FRANCISCO NARCISO DE 472,-34.76026,-58.40353,FEBBRILE BEATRIZ,2,06:00 A 21:00 HS,BA,LOMAS DE ZAMORA,5,COMERCIO,
20448|2,LARRAZABAL 3706,-34.67369,-58.47561,GUTKIN SANDRA,2,08:00 A 20:00 HS,CF,VILLA LUGANO,5,KIOSCO,
20476|2,AV. EVA PERON 4244,-34.65222,-58.47250,ORTEGAL VERA,2,08:00 A 20:00 HS,CF,PARQUE AVELLANEDA,5,COMERCIO,
20594|2,MAZA 1730,-34.63142,-58.41447,GOMEZ LOPEZ,2,07:00 A 22:00 HS,CF,BOEDO,5,KIOSCO,
20628|2,LIMA 1443,-34.62513,-58.38231,RODI VELAZQUEZ,2,00:00 A 00:00 HS,CF,CONSTITUCIÓN,4,KIOSCO,
20821|2,PERON, J DOMINGO, TTE. GENERAL 1141,-34.60615,-58.38269,MONBA_PARISI STELLA MARIS,2,07:30 A 20:30 HS,CF,SAN NICOLÁS,5,KIOSCO,
20836|2,AV. NAZCA 2704,-34.60477,-58.48708,KIOSCO BRAVO,2,08:00 A 20:00 HS,CF,VILLA DEL PARQUE,5,KIOSCO,
20855|2,AV. GALLARDO, ANGEL 231,-34.60383,-58.43565,PALERMO,2,08:00 A 20:00 HS,CF,VILLA CRESPO,5,KIOSCO,
20924|2,AV. CORDOBA 487,-34.59859,-58.37403,CIGOLA HERNAN,2,08:00 A 20:00 HS,CF,RETIRO,5,KIOSCO DE DIARIOS,
20816|2,PARANA 185,-34.60670,-58.38779,DIMICLA SRL,2,08:00 A 20:00 HS,CF,SAN NICOLÁS,5,FARMACIA,
